city_id,city_name_nl,city_name_en,city_name_fr,city_name_de,province_or_region,count_boroughs,pop_in_2000,pop_in_2024,area_km2,pop_per_km2,prosperity_index,pop_increase_2024v2000_percent
124,Ham-sur-Heure-Nalinnes,Ham-sur-Heure-Nalinnes,Ham-sur-Heure-Nalinnes,Ham-sur-Heure-Nalinnes,Henegouwen,5,13253,13825,45.71,302,118.5,4.32
181,Kortessem,Kortessem,Kortessem,Kortessem,Limburg,5,8010,8757,33.99,258,107.3,9.33
382,Gavere,Gavere,Gavere,Gavere,Oost-Vlaanderen,6,11847,13311,31.6,421,119.8,12.36
392,Kruisem,Kruisem,Kruisem,Kruisem,Oost-Vlaanderen,6,14452,15961,71.59,223,115.5,10.44
460,Kraainem,Kraainem,Kraainem,Kraainem,Vlaams-Brabant,1,12692,13962,5.84,2391,115.7,10.01
511,Ramillies,Ramillies,Ramillies,Ramillies,Waals-Brabant,7,5295,6700,49.08,137,111.0,26.53
60,Vorselaar,Vorselaar,Vorselaar,Vorselaar,Antwerpen,1,7353,8034,27.62,291,107.8,9.26
86,Ukkel,Uccle,Uccle,Uccle,Brussels Hoofdstedelijk Gewest,1,74221,86806,22.87,3796,111.7,16.96
93,Beaumont,Beaumont,Beaumont,Beaumont,Henegouwen,8,6577,7140,93.48,76,92.6,8.56
102,Chapelle-lez-Herlaimont,Chapelle-lez-Herlaimont,Chapelle-lez-Herlaimont,Chapelle-lez-Herlaimont,Henegouwen,3,13909,14839,18.21,815,87.5,6.69
133,Lessen,Lessines,Lessines,Lessines,Henegouwen,8,17178,18735,72.67,258,91.4,9.06
224,Donceel,Donceel,Donceel,Donceel,Luik,4,2653,3119,23.45,133,116.6,17.57
284,Wezet,Visé,Visé,Visé,Luik,6,16617,18154,27.73,655,94.2,9.25
329,Andenne,Andenne,Andenne,Andenne,Namen,10,23529,28187,86.11,327,92.0,19.8
397,Lievegem,Lievegem,Lievegem,Lievegem,Oost-Vlaanderen,6,25509,27225,80.78,337,113.0,6.73
490,Zaventem,Zaventem,Zaventem,Zaventem,Vlaams-Brabant,4,26901,36676,27.73,1323,101.3,36.34
529,De Haan,De Haan,De Haan,De Haan,West-Vlaanderen,3,11355,12718,46.14,276,121.0,12.0
82,Sint-Jans-Molenbeek,Molenbeek-Saint-Jean,Molenbeek-Saint-Jean,Molenbeek-Saint-Jean,Brussels Hoofdstedelijk Gewest,1,71219,98365,6.02,16340,57.8,38.12
149,Quévy,Quévy,Quévy,Quévy,Henegouwen,10,7474,8168,65.38,125,102.2,9.29
189,Oudsbergen,Oudsbergen,Oudsbergen,Oudsbergen,Limburg,6,21642,23875,116.37,205,101.7,10.32
202,Ans,Ans,Ans,Ans,Luik,4,27528,28989,23.35,1241,87.7,5.31
255,Olne,Olne,Olne,Olne,Luik,1,3731,4142,16.04,258,118.0,11.02
315,Neufchâteau,Neufchâteau,Neufchâteau,Neufchâteau,Luxemburg,6,6167,8260,114.46,72,94.6,33.94
371,Beveren,Beveren,Beveren,Beveren,Oost-Vlaanderen,8,44977,50838,152.68,333,114.6,13.03
448,Halle,Halle,Hal,Halle,Vlaams-Brabant,3,33655,42595,44.98,947,104.4,26.56
516,Villers-la-Ville,Villers-la-Ville,Villers-la-Ville,Villers-la-Ville,Waals-Brabant,5,9092,11114,48.03,231,114.8,22.24
147,Quaregnon,Quaregnon,Quaregnon,Quaregnon,Henegouwen,2,19178,18959,11.21,1691,75.2,-1.14
150,Rumes,Rumes,Rumes,Rumes,Henegouwen,3,5064,5351,24.01,223,91.6,5.67
279,Villers-Le-Bouillet,Villers-Le-Bouillet,Villers-Le-Bouillet,Villers-Le-Bouillet,Luik,5,5653,6836,32.86,208,105.7,20.93
338,Doische,Doische,Doische,Doische,Namen,10,2840,2952,84.02,35,87.0,3.94
398,Lochristi,Lochristi,Lochristi,Lochristi,Oost-Vlaanderen,4,18907,23028,60.66,380,120.5,21.8
408,Oudenaarde,Oudenaarde,Audenarde,Oudenaarde,Oost-Vlaanderen,13,27788,32702,68.92,474,109.4,17.68
421,Wichelen,Wichelen,Wichelen,Wichelen,Oost-Vlaanderen,3,10961,12032,23.2,519,113.2,9.77
428,Aarschot,Aarschot,Aarschot,Aarschot,Vlaams-Brabant,4,27495,31138,63.04,494,113.2,13.25
480,Sint-Pieters-Leeuw,Sint-Pieters-Leeuw,Sint-Pieters-Leeuw,Sint-Pieters-Leeuw,Vlaams-Brabant,5,30013,36525,40.67,898,96.8,21.7
502,Incourt,Incourt,Incourt,Incourt,Waals-Brabant,5,4114,5662,38.91,146,118.8,37.63
531,Deerlijk,Deerlijk,Deerlijk,Deerlijk,West-Vlaanderen,1,11460,12670,16.97,747,106.9,10.56
582,Zuienkerke,Zuienkerke,Zuienkerke,Zuienkerke,West-Vlaanderen,4,2790,2676,48.9,55,113.2,-4.09
32,Kontich,Kontich,Kontich,Kontich,Antwerpen,2,19874,21693,23.8,911,124.9,9.15
95,Bergen,Mons,Mons,Mons,Henegouwen,19,90935,96358,147.56,653,86.5,5.96
101,Celles,Celles,Celles,Celles,Henegouwen,6,5415,5722,67.49,85,94.6,5.67
114,Erquelinnes,Erquelinnes,Erquelinnes,Erquelinnes,Henegouwen,6,9713,10039,44.54,225,81.9,3.36
203,Anthisnes,Anthisnes,Anthisnes,Anthisnes,Luik,4,3881,4220,37.32,113,107.6,8.73
231,Flémalle,Flémalle,Flémalle,Flémalle,Luik,7,25777,27002,36.57,738,87.4,4.75
249,Malmedy,Malmedy,Malmedy,Malmedy,Luik,3,11144,12950,100.37,129,95.8,16.21
264,Saint-Nicolas,Sint-Niklaas,Saint-Nicolas,Sint-Niklaas,Luik,3,23171,24491,6.91,3544,73.6,5.7
405,Nazareth,Nazareth,Nazareth,Nazareth,Oost-Vlaanderen,2,10876,12305,35.43,347,118.6,13.14
501,Hélécine,Hélécine,Hélécine,Hélécine,Waals-Brabant,3,2848,3848,16.98,227,101.5,35.11
521,Anzegem,Anzegem,Anzegem,Anzegem,West-Vlaanderen,6,13718,15148,42.35,358,108.7,10.42
541,Ingelmunster,Ingelmunster,Ingelmunster,Ingelmunster,West-Vlaanderen,1,10651,11537,16.43,702,100.6,8.32
560,Nieuwpoort,Nieuwpoort,Nieuport,Nieuwpoort,West-Vlaanderen,3,10261,11455,33.28,344,110.9,11.64
213,Braives,Braives,Braives,Braives,Luik,8,5352,6554,44.05,149,107.1,22.46
288,Bastenaken,Bastogne,Bastogne,Bastnach,Luxemburg,5,13391,16921,173.03,98,93.3,26.36
303,Houffalize,Houffalize,Houffalize,Houffalize,Luxemburg,7,4501,5307,167.41,32,92.3,17.91
308,Manhay,Manhay,Manhay,Manhay,Luxemburg,6,2885,3715,120.18,31,97.0,28.77
327,Virton,Virton,Virton,Virton,Luxemburg,6,11009,11368,95.63,119,94.1,3.26
438,Boutersem,Boutersem,Boutersem,Boutersem,Vlaams-Brabant,6,7234,8634,31.14,277,125.9,19.35
477,Rotselaar,Rotselaar,Rotselaar,Rotselaar,Vlaams-Brabant,3,14587,17672,37.22,475,126.8,21.15
77,Koekelberg,Koekelberg,Koekelberg,Koekelberg,Brussels Hoofdstedelijk Gewest,1,16211,22648,1.18,19193,68.6,39.71
151,Saint-Ghislain,Saint-Ghislain,Saint-Ghislain,Saint-Ghislain,Henegouwen,7,22096,23743,70.59,336,94.1,7.45
171,Hamont-Achel,Hamont-Achel,Hamont-Achel,Hamont-Achel,Limburg,2,13585,14507,43.73,332,96.3,6.79
179,Houthalen-Helchteren,Houthalen-Helchteren,Houthalen-Helchteren,Houthalen-Helchteren,Limburg,2,29215,30896,78.23,395,93.9,5.75
206,Aywaille,Aywaille,Aywaille,Aywaille,Luik,4,10065,12880,79.92,161,99.4,27.97
310,Martelange,Martelange,Martelange,Martelange,Luxemburg,1,1428,2064,29.98,69,95.1,44.54
369,Assenede,Assenede,Assenede,Assenede,Oost-Vlaanderen,4,13579,14650,87.5,167,109.8,7.89
376,Denderleeuw,Denderleeuw,Denderleeuw,Denderleeuw,Oost-Vlaanderen,3,16984,21056,13.86,1519,100.6,23.98
425,Zottegem,Zottegem,Zottegem,Zottegem,Oost-Vlaanderen,11,24574,28085,57.46,489,115.0,14.29
429,Affligem,Affligem,Affligem,Affligem,Vlaams-Brabant,3,11651,13651,17.92,762,117.3,17.17
431,Beersel,Beersel,Beersel,Beersel,Vlaams-Brabant,5,22880,26505,30.4,872,116.4,15.84
473,Oud-Heverlee,Oud-Heverlee,Oud-Heverlee,Oud-Heverlee,Vlaams-Brabant,5,10522,11474,31.18,368,145.1,9.05
493,Bevekom,Beauvechain,Beauvechain,Beauvechain,Waals-Brabant,5,6199,7233,38.57,188,118.4,16.68
42,Mortsel,Mortsel,Mortsel,Mortsel,Antwerpen,1,25086,26588,7.78,3417,113.4,5.99
74,Evere,Evere,Evere,Evere,Brussels Hoofdstedelijk Gewest,1,31348,45234,5.12,8835,73.2,44.3
76,Jette,Jette,Jette,Jette,Brussels Hoofdstedelijk Gewest,1,39749,54107,5.19,10425,79.9,36.12
94,Beloeil,Beloeil,Beloeil,Beloeil,Henegouwen,10,13226,14244,62.26,229,92.5,7.7
126,Honnelles,Honnelles,Honnelles,Honnelles,Henegouwen,10,5052,5176,44.27,117,99.8,2.45
237,Herstal,Herstal,Herstal,Herstal,Luik,4,36292,40814,23.36,1747,78.4,12.46
295,Erezée,Erezée,Erezée,Erezée,Luxemburg,4,2745,3345,78.89,42,95.4,21.86
300,Habay,Habay,Habay,Habay,Luxemburg,6,6968,8723,103.52,84,111.1,25.19
313,Musson,Musson,Musson,Musson,Luxemburg,2,3893,4668,35.37,132,99.0,19.91
427,Zwalm,Zwalm,Zwalin,Zwalm,Oost-Vlaanderen,12,7683,8340,33.88,246,117.9,8.55
549,Kuurne,Kuurne,Kuurne,Kuurne,West-Vlaanderen,1,12785,14145,10.11,1399,100.7,10.64
8,Boechout,Boechout,Boechout,Boechout,Antwerpen,2,11919,13831,20.71,668,122.8,16.04
35,Lille,Lille,Lille,Lille,Antwerpen,4,15021,17026,59.62,286,108.3,13.35
88,Watermaal-Bosvoorde,Watermael-Boitsfort,Watermael-Boitsfort,Watermael-Boitsfort,Brussels Hoofdstedelijk Gewest,1,24454,25295,12.97,1950,108.2,3.44
219,Clavier,Clavier,Clavier,Clavier,Luik,6,4120,4946,79.5,62,104.0,20.05
235,Hamoir,Hamoir,Hamoir,Hamoir,Luik,3,3510,3780,27.75,136,96.9,7.69
281,Wasseiges,Wasseiges,Wasseiges,Wasseiges,Luik,4,2241,3138,24.48,128,100.1,40.03
384,Geraardsbergen,Geraardsbergen,Grammont,Geraardsbergen,Oost-Vlaanderen,16,30945,34999,80.05,437,103.5,13.1
400,Maarkedal,Maarkedal,Maarkedal,Maarkedal,Oost-Vlaanderen,4,6448,6323,46.15,137,117.4,-1.94
444,Glabbeek,Glabbeek,Glabbeek,Glabbeek,Vlaams-Brabant,4,5071,5425,26.99,201,119.6,6.98
476,Roosdaal,Roosdaal,Roosdaal,Roosdaal,Vlaams-Brabant,4,10573,11958,21.92,546,118.9,13.1
12,Borsbeek,Borsbeek,Borsbeek,Borsbeek,Antwerpen,1,10373,11379,3.9,2918,98.0,9.7
30,Kapellen,Kapellen,Kapellen,Kapellen,Antwerpen,1,25671,27782,37.22,746,126.2,8.22
71,Brussel,Brussels,Bruxelles,Brüssel,Brussels Hoofdstedelijk Gewest,4,133859,196828,33.09,5948,70.7,47.04
92,Antoing,Antoing,Antoing,Antoing,Henegouwen,6,7481,7623,31.33,243,88.0,1.9
113,Elzele,Ellezelles,Ellezelles,Ellezelles,Henegouwen,3,5580,5970,45.11,132,102.4,6.99
127,Jurbeke,Jurbise,Jurbise,Jurbise,Henegouwen,6,9229,10868,58.18,187,108.8,17.76
247,Lontzen,Lontzen,Lontzen,Lontzen,Luik,2,5010,6058,28.71,211,98.1,20.92
280,Wanze,Wanze,Wanze,Wanze,Luik,6,12026,14010,44.04,318,104.3,16.5
336,Couvin,Couvin,Couvin,Couvin,Namen,14,13249,13907,206.97,67,83.1,4.97
349,Havelange,Havelange,Havelange,Havelange,Namen,9,4622,5428,104.73,52,99.6,17.44
416,Stekene,Stekene,Stekene,Stekene,Oost-Vlaanderen,2,16532,19589,45.26,433,108.9,18.49
433,Bekkevoort,Bekkevoort,Bekkevoort,Bekkevoort,Vlaams-Brabant,3,5726,6771,37.28,182,113.0,18.25
481,Steenokkerzeel,Steenokkerzeel,Steenokkerzeel,Steenokkerzeel,Vlaams-Brabant,3,10419,12663,23.63,536,119.2,21.54
83,Sint-Joost-ten-Node,Saint-Josse-ten-Noode,Saint-Josse-ten-Noode,Saint-Josse-ten-Noode,Brussels Hoofdstedelijk Gewest,1,22097,26895,1.16,23185,54.4,21.71
191,Pelt,Pelt,Pelt,Pelt,Limburg,3,27911,34433,83.78,411,100.5,23.37
221,Crisnée,Crisnée,Crisnée,Crisnée,Luik,5,2584,3539,16.97,209,113.6,36.96
508,Orp-Jauche,Orp-Jauche,Orp-Jauche,Orp-Jauche,Waals-Brabant,7,7437,9094,50.8,179,108.5,22.28
551,Ledegem,Ledegem,Ledegem,Ledegem,West-Vlaanderen,3,9344,9779,24.83,394,98.8,4.66
574,Vleteren,Vleteren,Vleteren,Vleteren,West-Vlaanderen,3,3593,3600,38.58,93,88.6,0.19
583,Zwevegem,Zwevegem,Zwevegem,Zwevegem,West-Vlaanderen,5,23489,25785,63.61,405,106.8,9.77
118,Fleurus,Fleurus,Fleurus,Fleurus,Henegouwen,8,22380,22915,59.48,385,87.6,2.39
141,Montigny-le-Tilleul,Montigny-le-Tilleul,Montigny-le-Tilleul,Montigny-le-Tilleul,Henegouwen,2,10351,10141,15.23,666,112.2,-2.03
160,Beringen,Beringen,Beringen,Beringen,Limburg,4,39261,48353,78.56,615,97.5,23.16
176,Herstappe,Herstappe,Herstappe,Herstappe,Limburg,1,85,76,1.35,56,111.0,-10.59
298,Florenville,Florenville,Florenville,Florenville,Luxemburg,7,5546,5787,148.07,39,89.6,4.35
321,Sainte-Ode,Sainte-Ode,Sainte-Ode,Sainte-Ode,Luxemburg,3,2181,2720,97.94,28,86.0,24.71
337,Dinant,Dinant,Dinant,Dinant,Namen,11,12735,13328,100.05,133,87.1,4.66
420,Wetteren,Wetteren,Wetteren,Wetteren,Oost-Vlaanderen,3,22795,26960,37.02,728,106.6,18.27
494,Chastre,Chastre,Chastre,Chastre,Waals-Brabant,4,6487,7728,31.57,245,114.5,19.13
500,Graven,Grez-Doiceau,Grez-Doiceau,Grez-Doiceau,Waals-Brabant,5,11827,14064,55.55,253,123.2,18.91
525,Blankenberge,Blankenberge,Blankenberge,Blankenberge,West-Vlaanderen,2,17414,20559,19.02,1081,101.4,18.06
526,Bredene,Bredene,Bredene,Bredene,West-Vlaanderen,1,14076,18180,14.25,1276,105.6,29.16
540,Ieper,Ieper,Ypres,Ypern,West-Vlaanderen,11,35071,35550,131.45,270,99.6,1.37
137,Merbes-le-Château,Merbes-le-Château,Merbes-le-Château,Merbes-le-Château,Henegouwen,4,4032,4171,30.53,137,89.6,3.45
145,Pont-à-Celles,Pont-à-Celles,Pont-à-Celles,Pont-à-Celles,Henegouwen,7,16081,17650,56.1,315,105.3,9.76
168,Gingelom,Gingelom,Gingelom,Gingelom,Limburg,11,7600,8732,56.34,155,109.9,14.89
200,Amay,Amay,Amay,Amay,Luik,5,12987,14531,27.66,525,91.7,11.89
228,Faimes,Faimes,Faimes,Faimes,Luik,5,3155,4128,28.53,145,112.9,30.84
252,Nandrin,Nandrin,Nandrin,Nandrin,Luik,4,5376,5745,36.13,159,126.3,6.86
265,Sankt Vith,Sankt Vith,Saint-Vith,Sankt Vith,Luik,5,8941,10071,147.15,68,103.0,12.64
317,Rendeux,Rendeux,Rendeux,Rendeux,Luxemburg,4,2217,2707,69.23,39,90.4,22.1
380,Erpe-Mere,Erpe-Mere,Erpe-Mere,Erpe-Mere,Oost-Vlaanderen,8,19249,21013,34.41,611,114.5,9.16
462,Lennik,Lennik,Lennik,Lennik,Vlaams-Brabant,3,8588,9471,31.12,304,125.7,10.28
499,Genepiën,Genappe,Genappe,Genappe,Waals-Brabant,8,13757,16068,90.35,178,117.8,16.8
561,Oostende,Oostende,Ostende,Ostende,West-Vlaanderen,3,67279,72586,40.95,1773,98.8,7.89
565,Pittem,Pittem,Pittem,Pittem,West-Vlaanderen,2,6629,6946,34.69,200,99.8,4.78
569,Spiere-Helkijn,Spiere-Helkijn,Espierres-Helchin,Spiere-Helkijn,West-Vlaanderen,2,1858,2063,10.82,191,99.7,11.03
67,Zandhoven,Zandhoven,Zandhoven,Zandhoven,Antwerpen,5,12085,13445,40.1,335,114.5,11.25
100,Brunehaut,Brunehaut,Brunehaut,Brunehaut,Henegouwen,9,7446,8099,46.55,174,93.1,8.77
157,’s Gravenbrakel,Braine-le-Comte,Braine-le-Comte,Braine-le-Comte,Henegouwen,6,19084,23443,84.87,276,99.7,22.84
170,Ham,Ham,Ham,Ham,Limburg,2,9326,11338,32.79,346,104.9,21.57
204,Aubel,Aubel,Aubel,Aubel,Luik,1,3851,4252,18.85,226,113.3,10.41
223,Dison,Dison,Dison,Dison,Luik,2,13978,15260,13.97,1092,66.5,9.17
323,Tenneville,Tenneville,Tenneville,Tenneville,Luxemburg,3,2449,2881,91.95,31,96.3,17.64
347,Hamois,Hamois,Hamois,Hamois,Namen,7,6462,7469,76.6,98,101.6,15.58
357,Philippeville,Philippeville,Philippeville,Philippeville,Namen,17,7939,9521,157.35,61,90.1,19.93
372,Brakel,Brakel,Brakel,Brakel,Oost-Vlaanderen,7,13709,15073,56.96,265,109.5,9.95
395,Lede,Lede,Lede,Lede,Oost-Vlaanderen,5,16949,19310,29.89,646,112.5,13.93
49,Ranst,Ranst,Ranst,Ranst,Antwerpen,4,17575,19776,43.67,453,119.4,12.52
115,Estaimpuis,Estaimpuis,Estaimpuis,Estaimpuis,Henegouwen,7,9538,10748,32.08,335,93.2,12.69
184,Lommel,Lommel,Lommel,Lommel,Limburg,1,30433,34913,102.28,341,100.7,14.72
185,Lummen,Lummen,Lummen,Lummen,Limburg,3,13501,15320,53.7,285,110.9,13.47
188,Nieuwerkerken,Nieuwerkerken,Nieuwerkerken,Nieuwerkerken,Limburg,4,6483,7295,22.51,324,103.7,12.53
226,Esneux,Esneux,Esneux,Esneux,Luik,2,13178,12827,34.13,376,119.6,-2.66
278,Verviers,Verviers,Verviers,Verviers,Luik,6,53148,55770,33.01,1689,76.6,4.93
292,Chiny,Chiny,Chiny,Chiny,Luxemburg,6,4885,5308,114.06,47,94.5,8.66
299,Gouvy,Gouvy,Gouvy,Gouvy,Luxemburg,5,4581,5474,165.35,33,88.3,19.49
302,Hotton,Hotton,Hotton,Hotton,Luxemburg,4,4890,5706,57.02,100,87.0,16.69
374,De Pinte,De Pinte,De Pinte,De Pinte,Oost-Vlaanderen,2,10124,11091,17.78,624,139.4,9.55
399,Lokeren,Lokeren,Lokeren,Lokeren,Oost-Vlaanderen,3,36458,43554,68.24,638,102.6,19.46
446,Grimbergen,Grimbergen,Grimbergen,Grimbergen,Vlaams-Brabant,4,32930,39860,38.67,1031,114.9,21.04
538,Houthulst,Houthulst,Houthulst,Houthulst,West-Vlaanderen,3,8946,10464,56.02,187,93.7,16.97
543,Jabbeke,Jabbeke,Jabbeke,Jabbeke,West-Vlaanderen,5,13609,14832,53.86,275,115.9,8.99
573,Veurne,Veurne,Furnes,Veurne,West-Vlaanderen,11,11854,12542,97.21,129,99.5,5.8
27,Hove,Hove,Hove,Hove,Antwerpen,1,8306,8406,6.02,1396,145.8,1.2
36,Lint,Lint,Lint,Lint,Antwerpen,1,7864,8505,5.65,1505,123.9,8.15
62,Westerlo,Westerlo,Westerlo,Westerlo,Antwerpen,4,21960,25625,55.47,462,109.0,16.69
65,Wommelgem,Wommelgem,Wommelgem,Wommelgem,Antwerpen,1,11762,13370,12.99,1029,110.5,13.67
99,Brugelette,Brugelette,Brugelette,Brugelette,Henegouwen,5,3344,3853,28.59,135,91.1,15.22
246,Limburg,Limbourg,Limbourg,Limbourg,Luik,3,5495,5654,24.64,229,95.1,2.89
381,Evergem,Evergem,Evergem,Evergem,Oost-Vlaanderen,4,31155,36860,75.37,489,111.1,18.31
413,Sint-Martens-Latem,Sint-Martens-Latem,Sint-Martens-Latem,Sint-Martens-Latem,Oost-Vlaanderen,2,8314,8208,14.45,568,163.3,-1.27
472,Opwijk,Opwijk,Opwijk,Opwijk,Vlaams-Brabant,2,11718,14866,19.92,746,114.4,26.86
514,Terhulpen,La Hulpe,La Hulpe,La Hulpe,Waals-Brabant,1,6943,7530,15.52,485,124.8,8.45
104,Chimay,Chimay,Chimay,Chimay,Henegouwen,14,9759,9716,198.6,49,83.7,-0.44
156,Zinnik,Soignies,Soignies,Soignies,Henegouwen,7,24582,29032,111.27,261,95.1,18.1
159,As,As,As,As,Limburg,2,7213,8259,22.13,373,105.6,14.5
306,Libramont-Chevigny,Libramont-Chevigny,Libramont-Chevigny,Libramont-Chevigny,Luxemburg,8,9277,11972,179.21,67,95.9,29.05
389,Kaprijke,Kaprijke,Kaprijke,Kaprijke,Oost-Vlaanderen,2,6175,6660,33.64,198,113.8,7.85
436,Bierbeek,Bierbeek,Bierbeek,Bierbeek,Vlaams-Brabant,4,8822,10534,38.97,270,134.5,19.41
463,Leuven,Leuven,Louvain,Löwen,Vlaams-Brabant,5,88084,104009,57.51,1809,113.9,18.08
479,Sint-Genesius-Rode,Sint-Genesius-Rode,Rhode-Saint-Genèse,Sint-Genesius-Rode,Vlaams-Brabant,1,17998,18693,22.75,822,134.3,3.86
505,Lasne,Lasne,Lasne,Lasne,Waals-Brabant,5,13512,14198,47.57,298,142.6,5.08
506,Mont-Saint-Guibert,Mont-Saint-Guibert,Mont-Saint-Guibert,Mont-Saint-Guibert,Waals-Brabant,3,5871,8407,18.72,449,117.2,43.2
553,Lichtervelde,Lichtervelde,Lichtervelde,Lichtervelde,West-Vlaanderen,1,8270,9319,26.16,356,102.9,12.68
563,Oostrozebeke,Oostrozebeke,Oostrozebeke,Oostrozebeke,West-Vlaanderen,1,7317,8064,16.72,482,100.1,10.21
576,Wervik,Wervik,Wervik,Wervik,West-Vlaanderen,2,17796,19209,43.77,439,92.0,7.94
70,Anderlecht,Anderlecht,Anderlecht,Anderlecht,Brussels Hoofdstedelijk Gewest,1,87812,126581,17.91,7068,63.7,44.15
120,Frameries,Frameries,Frameries,Frameries,Henegouwen,5,20679,21671,26.09,831,83.3,4.8
205,Awans,Awans,Awans,Awans,Luik,5,8270,9344,27.22,343,107.2,12.99
216,Büllingen,Büllingen,Bullange,Büllingen,Luik,3,5287,5544,150.67,37,94.5,4.86
240,Héron,Héron,Héron,Héron,Luik,4,4195,5598,38.41,146,108.7,33.44
342,Florennes,Florennes,Florennes,Florennes,Namen,11,10668,11378,134.18,85,91.6,6.66
386,Hamme,Hamme,Hamme,Hamme,Oost-Vlaanderen,2,22685,25554,40.53,630,101.2,12.65
387,Herzele,Herzele,Herzele,Herzele,Oost-Vlaanderen,8,16276,18928,47.9,395,113.6,16.29
423,Zele,Zele,Zele,Zele,Oost-Vlaanderen,1,20394,21501,33.28,646,97.8,5.43
470,Meise,Meise,Meise,Meise,Vlaams-Brabant,2,18347,20299,35.07,579,126.1,10.64
484,Tielt-Winge,Tielt-Winge,Tielt-Winge,Tielt-Winge,Vlaams-Brabant,4,9814,11604,44.62,260,113.8,18.24
68,Zoersel,Zoersel,Zoersel,Zoersel,Antwerpen,2,20164,22557,38.68,583,121.2,11.87
132,Les Bons Villers,Les Bons Villers,Les Bons Villers,Les Bons Villers,Henegouwen,5,8728,9586,42.97,223,110.0,9.83
175,Herk-de-Stad,Herk-de-Stad,Herck-la-Ville,Herk-de-Stad,Limburg,4,11615,12841,43.03,298,111.5,10.56
207,Baelen,Baelen,Baelen,Baelen,Luik,2,3852,4487,85.65,52,101.4,16.48
244,Lierneux,Lierneux,Lierneux,Lierneux,Luik,3,3317,3644,92.34,39,95.6,9.86
290,Bertrix,Bertrix,Bertrix,Bertrix,Luxemburg,5,8054,9017,138.49,65,89.3,11.96
368,Aalter,Aalter,Aalter,Aalter,Oost-Vlaanderen,6,26303,29787,119.85,249,114.5,13.25
377,Dendermonde,Dendermonde,Termonde,Dendermonde,Oost-Vlaanderen,8,43137,47185,56.52,835,107.3,9.38
415,Sint-Niklaas,Sint-Niklaas,Saint-Nicolas,Sint-Niklaas,Oost-Vlaanderen,4,68290,81863,84.2,972,96.6,19.88
577,Wevelgem,Wevelgem,Wevelgem,Wevelgem,West-Vlaanderen,3,31374,31884,39.14,815,103.4,1.63
108,Courcelles,Courcelles,Courcelles,Courcelles,Henegouwen,4,29706,31337,44.52,704,84.5,5.49
351,Jemeppe-sur-Sambre,Jemeppe-sur-Sambre,Jemeppe-sur-Sambre,Jemeppe-sur-Sambre,Namen,8,17523,19225,46.94,410,96.5,9.71
406,Ninove,Ninove,Ninove,Ninove,Oost-Vlaanderen,12,34559,40363,73.12,552,103.7,16.79
468,Lubbeek,Lubbeek,Lubbeek,Lubbeek,Vlaams-Brabant,4,13620,15124,45.28,334,136.5,11.04
520,Alveringem,Alveringem,Alveringem,Alveringem,West-Vlaanderen,9,4805,5023,80.71,62,91.8,4.54
564,Oudenburg,Oudenburg,Oudenburg,Oudenburg,West-Vlaanderen,4,8810,9933,35.6,279,103.1,12.75
5,Balen,Balen,Balen,Balen,Antwerpen,2,19290,23523,72.99,322,104.3,21.94
15,Dessel,Dessel,Dessel,Dessel,Antwerpen,1,8545,9892,27.45,360,101.3,15.76
312,Messancy,Messancy,Messancy,Messancy,Luxemburg,5,6902,8549,52.62,162,118.5,23.86
367,Aalst,Aalst,Alost,Aalst,Oost-Vlaanderen,9,84859,90995,78.66,1157,105.0,7.23
396,Lierde,Lierde,Lierde,Lierde,Oost-Vlaanderen,4,6291,6874,26.32,261,111.6,9.27
424,Zelzate,Zelzate,Zelzate,Zelzate,Oost-Vlaanderen,1,12094,13704,13.77,995,95.5,13.31
449,Herent,Herent,Herent,Herent,Vlaams-Brabant,3,18848,23007,32.74,703,133.4,22.07
469,Machelen,Machelen,Machelen,Machelen,Vlaams-Brabant,2,11838,16576,11.5,1441,87.0,40.02
471,Merchtem,Merchtem,Merchtem,Merchtem,Vlaams-Brabant,3,14250,18029,36.9,489,117.1,26.52
534,Gistel,Gistel,Gistel,Gistel,West-Vlaanderen,4,11085,12244,42.84,286,104.1,10.46
554,Lo-Reninge,Lo-Reninge,Lo-Reninge,Lo-Reninge,West-Vlaanderen,4,3217,3216,63.4,51,92.0,-0.03
575,Waregem,Waregem,Waregem,Waregem,West-Vlaanderen,4,35839,39997,44.5,899,108.3,11.6
105,Chièvres,Chièvres,Chièvres,Chièvres,Henegouwen,6,6006,7168,47.37,151,96.2,19.35
182,Lanaken,Lanaken,Lanaken,Lanaken,Limburg,5,23500,26366,58.95,447,101.3,12.2
222,Dalhem,Dalhem,Dalhem,Dalhem,Luik,8,6145,7712,36.11,214,110.2,25.5
239,Hoei,Huy,Huy,Huy,Luik,3,19056,21706,47.64,456,92.5,13.91
272,Theux,Theux,Theux,Theux,Luik,3,11170,12052,83.48,144,108.7,7.9
355,Ohey,Ohey,Ohey,Ohey,Namen,6,4063,5226,56.68,92,99.1,28.62
492,Zoutleeuw,Zoutleeuw,Léau,Zoutleeuw,Vlaams-Brabant,5,7791,8734,46.85,186,107.6,12.1
503,Itter,Ittre,Ittre,Ittre,Waals-Brabant,3,5651,7013,35.03,200,113.3,24.1
555,Menen,Menen,Menin,Menen,West-Vlaanderen,3,32028,34417,33.16,1038,90.7,7.46
103,Charleroi,Charleroi,Charleroi,Charleroi,Henegouwen,15,200827,204322,102.95,1985,71.5,1.74
